State,County,Votes_Left,Votes_Right,Total_shootings,Normalized_Shootings_rate
Wisconsin,Portage County,19298,20426,1,0.002
Wisconsin,Price County,5394,3132,0,0.000
Wisconsin,Racine County,54475,50154,4,0.003
Wisconsin,Richland County,4877,3995,0,0.000
Wisconsin,Rock County,37133,46649,2,0.002
Wisconsin,Rusk County,5257,2517,1,0.012
Wisconsin,St. Croix County,32190,23190,0,0.000
Wisconsin,Sauk County,17489,18103,0,0.000
Wisconsin,Sawyer County,5883,4494,0,0.000
Wisconsin,Shawano County,15447,7131,0,0.000
Wisconsin,Sheboygan County,37624,27109,2,0.003
Wisconsin,Taylor County,7656,2693,0,0.000
Wisconsin,Trempealeau County,8828,6283,0,0.000
Wisconsin,Vernon County,8216,7457,0,0.000
Wisconsin,Vilas County,9261,5903,0,0.000
Wisconsin,Walworth County,33844,22783,6,0.010
Wisconsin,Washburn County,6332,3867,0,0.000
Wisconsin,Washington County,60235,26647,1,0.001
Wisconsin,Waukesha County,159633,103867,4,0.001
Wisconsin,Waupaca County,18948,9699,1,0.003
Wisconsin,Waushara County,9016,4388,0,0.000
Wisconsin,Winnebago County,47795,44060,7,0.007
Wisconsin,Wood County,24307,16360,1,0.002
Wyoming,Albany County,8575,9091,2,0.010
Wyoming,Big Horn County,4806,788,1,0.016
Wyoming,Campbell County,16973,1935,1,0.005
Wyoming,Carbon County,5012,1427,1,0.014
Wyoming,Converse County,5916,861,2,0.027
Wyoming,Crook County,3651,378,0,0.000
Wyoming,Fremont County,12007,5519,4,0.021
Wyoming,Goshen County,4878,1203,0,0.000
Wyoming,Hot Springs County,1999,482,0,0.000
Wyoming,Johnson County,3881,897,0,0.000
Wyoming,Laramie County,27814,15181,2,0.004
Wyoming,Lincoln County,8673,1509,0,0.000
Wyoming,Natrona County,25267,8528,7,0.019
Wyoming,Niobrara County,1118,155,0,0.000
Wyoming,Park County,12802,3404,0,0.000
Wyoming,Platte County,3898,890,1,0.019
Wyoming,Sheridan County,11843,4043,0,0.000
Wyoming,Sublette County,3957,882,0,0.000
Wyoming,Sweetwater County,12197,3822,0,0.000
Wyoming,Teton County,4341,9848,0,0.000
Wyoming,Uinta County,7494,1591,1,0.010
Wyoming,Washakie County,3245,651,0,0.000
Wyoming,Weston County,3107,360,0,0.000
Alabama,Cherokee County,10562,1619,0,0.000
Alabama,Chilton County,16052,3056,2,0.010
Alabama,Choctaw County,4294,3126,0,0.000
Alabama,Clarke County,7310,5730,0,0.000
Alabama,Clay County,5589,1262,0,0.000
Alabama,Cleburne County,6472,672,1,0.013
Alabama,Coffee County,16832,5050,0,0.000
Alabama,Colbert County,17311,7057,4,0.015
Alabama,Conecuh County,3435,2951,1,0.014
Alabama,Coosa County,3626,1794,0,0.000
Alabama,Autauga County,19764,7450,0,0.000
Alabama,Covington County,14579,2717,1,0.005
Alabama,Crenshaw County,4864,1700,2,0.028
Alabama,Cullman County,36804,4454,2,0.004
Alabama,Dale County,14281,5154,4,0.019
Alabama,Dallas County,5523,12228,5,0.026
Alabama,DeKalb County,24744,4271,0,0.000
Alabama,Elmore County,30089,10304,4,0.009
Alabama,Escambia County,10844,4894,1,0.006
Alabama,Etowah County,35343,11487,4,0.008
Alabama,Fayette County,7295,1390,1,0.010
Alabama,Baldwin County,83055,24344,7,0.006
Alabama,Franklin County,10364,2085,0,0.000
Alabama,Geneva County,10844,1592,0,0.000
Alabama,Greene County,875,3880,0,0.000
Alabama,Hale County,3190,4687,0,0.000
Alabama,Henry County,6593,2589,1,0.010
Alabama,Houston County,32384,12738,2,0.004
Alabama,Jackson County,19644,3709,2,0.008
Alabama,Jefferson County,138443,180936,23,0.007
Alabama,Lamar County,6168,978,0,0.000
Alabama,Lauderdale County,31578,11872,3,0.006
Alabama,Barbour County,5605,4772,2,0.018
Alabama,Lawrence County,12266,3544,1,0.006
Alabama,Lee County,42019,27600,4,0.005
Alabama,Limestone County,34337,13510,1,0.002
Alabama,Lowndes County,1835,4968,1,0.013
Alabama,Macon County,1539,7084,1,0.011
Alabama,Madison County,102395,86885,15,0.007
Alabama,Marengo County,5337,5476,1,0.008
Alabama,Marion County,12190,1457,2,0.013
Alabama,Marshall County,33094,5880,2,0.005
Alabama,Mobile County,100605,78754,15,0.008
Alabama,Bibb County,7508,1982,0,0.000
Alabama,Monroe County,6129,4425,0,0.000
Alabama,Montgomery County,33122,64065,4,0.004
Alabama,Morgan County,39504,13159,0,0.000
Alabama,Perry County,1336,3849,0,0.000
Alabama,Pickens County,5590,4017,1,0.009
Alabama,Pike County,8020,5613,0,0.000
Alabama,Randolph County,8548,2203,0,0.000
Alabama,Russell County,9796,11078,4,0.017
Alabama,St. Clair County,36119,7698,2,0.004
Alabama,Shelby County,79428,33036,2,0.002
Alabama,Blount County,24595,2627,2,0.007
Alabama,Sumter County,1598,4639,0,0.000
Alabama,Talladega County,22210,13092,5,0.013
Alabama,Tallapoosa County,14905,5815,2,0.009
Alabama,Tuscaloosa County,50961,37514,5,0.005
Alabama,Walker County,25947,4826,0,0.000
Alabama,Washington County,6554,2253,2,0.021
Alabama,Wilcox County,1826,4036,0,0.000
Alabama,Winston County,10187,974,0,0.000
Alabama,Bullock County,1143,3439,0,0.000
Alabama,Butler County,5448,3953,0,0.000
Alabama,Calhoun County,34964,15118,9,0.016
Alabama,Chambers County,8748,6356,0,0.000
Arkansas,Clark County,4605,3413,0,0.000
Arkansas,Clay County,4084,959,1,0.018
Arkansas,Cleburne County,10292,1962,0,0.000
Arkansas,Cleveland County,2857,649,0,0.000
Arkansas,Columbia County,5469,2781,1,0.011
Arkansas,Conway County,5672,2593,2,0.022
Arkansas,Craighead County,25482,11854,5,0.012
Arkansas,Crawford County,18566,4936,2,0.008
Arkansas,Crittenden County,7244,8325,7,0.041
Arkansas,Cross County,4928,1759,0,0.000
Arkansas,Arkansas County,4301,1813,0,0.000
Arkansas,Dallas County,1573,963,0,0.000
Arkansas,Desha County,1920,2016,0,0.000
Arkansas,Drew County,4338,2408,1,0.013
Arkansas,Faulkner County,34338,18267,1,0.002
Arkansas,Franklin County,5664,1298,1,0.013
Arkansas,Fulton County,3944,1031,0,0.000
Arkansas,Garland County,29065,14043,2,0.004
Arkansas,Grant County,6791,1268,1,0.011
Arkansas,Greene County,12651,3045,1,0.006
Arkansas,Hempstead County,4463,2135,0,0.000
Arkansas,Ashley County,5540,2119,0,0.000
Arkansas,Hot Spring County,9178,3053,1,0.007
Arkansas,Howard County,3358,1333,0,0.000
Arkansas,Independence County,11232,2798,2,0.013
Arkansas,Izard County,4615,1019,1,0.016
Arkansas,Jackson County,3583,1360,0,0.000
Arkansas,Jefferson County,9500,14882,5,0.019
Arkansas,Johnson County,6867,2262,2,0.020
Arkansas,Lafayette County,1730,820,0,0.000
Arkansas,Lawrence County,4569,1080,1,0.016
Arkansas,Lee County,1286,1423,0,0.000
Arkansas,Baxter County,15810,4625,1,0.004
Arkansas,Lincoln County,2725,1031,0,0.000
Arkansas,Little River County,3714,1226,0,0.000
Arkansas,Logan County,6438,1544,0,0.000
Arkansas,Lonoke County,22884,6684,4,0.012
Arkansas,Madison County,5630,1555,0,0.000
Arkansas,Marion County,5767,1526,1,0.012
Arkansas,Miller County,11907,4235,0,0.000
Arkansas,Mississippi County,7262,4542,5,0.038
Arkansas,Monroe County,1545,1146,0,0.000
Arkansas,Montgomery County,3021,722,1,0.024
Arkansas,Benton County,73605,41894,3,0.002
Arkansas,Nevada County,2133,1076,0,0.000
Arkansas,Newton County,3192,709,0,0.000
Arkansas,Ouachita County,5253,3395,0,0.000
Arkansas,Perry County,3466,1005,0,0.000
Arkansas,Phillips County,2393,3561,2,0.031
Arkansas,Pike County,3519,644,0,0.000
Arkansas,Poinsett County,5852,1388,1,0.013
Arkansas,Polk County,7018,1242,1,0.011
Arkansas,Pope County,18041,5747,5,0.019
Arkansas,Prairie County,2764,646,0,0.000
Arkansas,Boone County,13644,3061,0,0.000
Arkansas,Pulaski County,62389,98855,22,0.012
Arkansas,Randolph County,5327,1203,1,0.014
Arkansas,St. Francis County,3221,3571,2,0.027
Arkansas,Saline County,39519,16042,8,0.013
Arkansas,Scott County,1790,364,0,0.000
Arkansas,Searcy County,3365,587,3,0.069
Arkansas,Sebastian County,31024,14371,4,0.008
Arkansas,Sevier County,3884,1116,0,0.000
Arkansas,Sharp County,5923,1392,0,0.000
Arkansas,Stone County,4605,1173,1,0.016
Arkansas,Bradley County,2332,1208,1,0.026
Arkansas,Union County,10446,5559,1,0.006
Arkansas,Van Buren County,5962,1566,2,0.024
Arkansas,Washington County,47229,43327,8,0.008
Arkansas,White County,24057,5909,3,0.009
Arkansas,Woodruff County,1543,849,0,0.000
Arkansas,Yell County,5205,1275,0,0.000
Arkansas,Calhoun County,1609,467,0,0.000
Arkansas,Carroll County,7352,3941,0,0.000
Arkansas,Chicot County,1750,2252,0,0.000
California,Fresno County,146741,170694,41,0.012
California,Glenn County,6139,3315,0,0.000
California,Humboldt County,12208,28123,7,0.016
California,Imperial County,10300,25109,8,0.021
California,Inyo County,4436,4495,1,0.010
California,Kern County,71254,69278,65,0.042
California,Kings County,23169,17729,7,0.016
California,Lake County,3955,6874,4,0.034
California,Lassen County,6975,2474,0,0.000
California,Los Angeles County,933314,2486527,362,0.010
California,Alameda County,69871,355743,56,0.012
California,Madera County,21834,17879,5,0.011
California,Marin County,14486,84014,1,0.001
California,Mariposa County,5921,4056,0,0.000
California,Mendocino County,6312,18303,4,0.015
California,Merced County,26808,34978,13,0.019
California,Modoc County,2675,1063,0,0.000
California,Mono County,2433,3884,0,0.000
California,Monterey County,30854,84211,16,0.013
California,Napa County,11368,32228,8,0.017
California,Nevada County,11697,17861,2,0.006
California,Alpine County,238,473,0,0.000
California,Orange County,596907,722307,74,0.005
California,Placer County,74784,81572,8,0.005
California,Plumas County,6247,4465,1,0.008
California,Riverside County,195014,247045,94,0.019
California,Sacramento County,151776,287507,42,0.009
California,San Benito County,8155,14153,0,0.000
California,San Bernardino County,226891,302270,98,0.017
California,San Diego County,478651,801422,80,0.006
California,San Francisco County,46296,325099,20,0.005
California,San Joaquin County,56191,89077,31,0.019
California,Amador County,13503,8095,1,0.004
California,San Luis Obispo County,44380,69339,4,0.003
California,San Mateo County,54456,225185,14,0.005
California,Santa Barbara County,47471,103902,13,0.008
California,Santa Clara County,127303,418893,43,0.007
California,Santa Cruz County,25485,109745,5,0.003
California,Shasta County,57894,28889,20,0.021
California,Sierra County,1138,730,0,0.000
California,Siskiyou County,12916,9379,5,0.020
California,Solano County,62777,120681,18,0.009
California,Sonoma County,40478,153342,11,0.005
California,Butte County,41182,44455,16,0.017
California,Stanislaus County,62194,72651,20,0.013
California,Sutter County,14359,12325,5,0.017
California,Tehama County,11777,6543,9,0.045
California,Trinity County,2513,2383,2,0.037
California,Tulare County,62645,53554,21,0.016
California,Tuolumne County,17302,11808,2,0.006
California,Ventura County,135555,216447,12,0.003
California,Yolo County,13381,40635,5,0.008
California,Yuba County,10574,7800,9,0.045
California,Calaveras County,13275,8804,1,0.004
California,Colusa County,3953,2926,0,0.000
California,Contra Costa County,86253,265942,23,0.006
California,Del Norte County,5647,4324,1,0.009
California,El Dorado County,54177,47635,2,0.002
Colorado,Clear Creek County,2618,3495,1,0.015
Colorado,Conejos County,2269,1936,0,0.000
Colorado,Costilla County,713,1279,0,0.000
Colorado,Crowley County,1262,427,0,0.000
Colorado,Custer County,2433,1104,0,0.000
Colorado,Delta County,13013,5862,0,0.000
Colorado,Denver County,59610,283816,42,0.011
Colorado,Dolores County,1080,332,0,0.000
Colorado,Douglas County,120661,104199,5,0.002
Colorado,Eagle County,9685,18095,2,0.007
Colorado,Adams County,94874,132951,39,0.016
Colorado,Elbert County,13722,4395,1,0.005
Colorado,El Paso County,200968,160265,23,0.006
Colorado,Fremont County,17231,7170,2,0.007
Colorado,Garfield County,14404,15070,3,0.009
Colorado,Gilpin County,1815,2199,0,0.000
Colorado,Grand County,4759,4579,1,0.010
Colorado,Gunnison County,3599,6976,1,0.009
Colorado,Hinsdale County,353,255,0,0.000
Colorado,Huerfano County,2193,2071,0,0.000
Colorado,Jackson County,680,173,0,0.000
Colorado,Alamosa County,3676,3624,2,0.025
Colorado,Jefferson County,148043,217891,24,0.006
Colorado,Kiowa County,795,98,1,0.102
Colorado,Kit Carson County,3084,644,0,0.000
Colorado,Lake County,1492,2287,0,0.000
Colorado,La Plata County,14146,20363,1,0.003
Colorado,Larimer County,91197,125765,12,0.005
Colorado,Las Animas County,4255,3465,4,0.047
Colorado,Lincoln County,2118,467,0,0.000
Colorado,Logan County,7987,2201,0,0.000
Colorado,Mesa County,53344,30106,12,0.013
Colorado,Arapahoe County,126124,211498,25,0.007
Colorado,Mineral County,425,317,0,0.000
Colorado,Moffat County,5627,1186,1,0.013
Colorado,Montezuma County,9267,5802,1,0.006
Colorado,Montrose County,16658,7648,1,0.004
Colorado,Morgan County,9407,3741,3,0.021
Colorado,Otero County,5696,3552,1,0.010
Colorado,Ouray County,1547,2341,0,0.000
Colorado,Park County,6864,4786,2,0.016
Colorado,Phillips County,1945,477,0,0.000
Colorado,Pitkin County,2739,8906,0,0.000
Colorado,Archuleta County,5126,3693,0,0.000
Colorado,Prowers County,3977,1438,0,0.000
Colorado,Pueblo County,41502,43070,26,0.028
Colorado,Rio Blanco County,3047,557,1,0.025
Colorado,Rio Grande County,3645,2488,0,0.000
Colorado,Routt County,5883,10523,0,0.000
Colorado,Saguache County,1389,1857,0,0.000
Colorado,San Juan County,202,342,0,0.000
Colorado,San Miguel County,1081,3890,0,0.000
Colorado,Sedgwick County,1120,297,0,0.000
Colorado,Summit County,5275,12535,0,0.000
Colorado,Baca County,1840,313,1,0.042
Colorado,Teller County,11158,5224,1,0.006
Colorado,Washington County,2537,363,0,0.000
Colorado,Weld County,94965,65169,15,0.009
Colorado,Yuma County,4037,763,0,0.000
Colorado,Broomfield County,16188,28871,0,0.000
Colorado,Bent County,1468,723,0,0.000
Colorado,Boulder County,39289,150247,12,0.006
Colorado,Chaffee County,6180,7112,1,0.007
Colorado,Cheyenne County,966,127,0,0.000
Connecticut,North Canaan,812,862,0,0.000
Connecticut,North Haven,1180,3229,0,0.000
Connecticut,North Stonington,1710,1601,0,0.000
Connecticut,Norwalk,13311,29382,0,0.000
Connecticut,Norwich,5643,9306,0,0.000
Connecticut,Old Lyme,2095,3225,0,0.000
Connecticut,Old Saybrook,2995,4253,0,0.000
Connecticut,Orange,4317,4816,0,0.000
Connecticut,Oxford,5118,3269,0,0.000
Connecticut,Plainfield,4080,2849,0,0.000
Connecticut,Bethlehem,1393,937,0,0.000
Connecticut,Plainville,4811,4670,0,0.000
Connecticut,Plymouth,3984,2477,0,0.000
Connecticut,Pomfret,1126,1357,0,0.000
Connecticut,Portland,2641,3155,0,0.000
Connecticut,Preston,1529,1270,0,0.000
Connecticut,Prospect,3935,2110,0,0.000
Connecticut,Putnam,2193,2063,0,0.000
Connecticut,Redding,2052,3829,0,0.000
Connecticut,Ridgefield,5646,10114,0,0.000
Connecticut,Rocky Hill,4630,6081,0,0.000
Connecticut,Bloomfield,1691,10953,0,0.000
Connecticut,Roxbury,660,937,0,0.000
Connecticut,Salem,1291,1285,0,0.000
Connecticut,Salisbury,502,2023,0,0.000
Connecticut,Scotland,537,406,0,0.000
Connecticut,Seymour,5242,4011,0,0.000
Connecticut,Sharon,510,1019,0,0.000
Connecticut,Shelton,12747,10837,0,0.000
Connecticut,Sherman,1076,1234,0,0.000
Connecticut,Simsbury,5575,10296,0,0.000
Connecticut,Somers,3204,2445,0,0.000
Connecticut,Bolton,1482,1723,0,0.000
Connecticut,Southbury,6260,6570,0,0.000
Connecticut,Southington,13473,12855,0,0.000
Connecticut,South Windsor,5628,9595,0,0.000
Connecticut,Sprague,882,641,0,0.000
Connecticut,Stafford,3461,2809,0,0.000
Connecticut,Stamford,16074,32477,0,0.000
Connecticut,Sterling,1229,639,0,0.000
Connecticut,Stonington,4240,7453,0,0.000
Connecticut,Stratford,10004,16210,0,0.000
Connecticut,Suffield,4155,4363,0,0.000
Connecticut,Bozrah,817,703,0,0.000
Connecticut,Thomaston,2759,1526,0,0.000
Connecticut,Thompson,3005,2050,0,0.000
Connecticut,Tolland,3975,5103,1,0.010
Connecticut,Torrington,9220,7283,0,0.000
Connecticut,Trumbull,9175,11919,0,0.000
Connecticut,Union,307,249,0,0.000
Connecticut,Vernon,5848,9259,0,0.000
Connecticut,Voluntown,918,566,0,0.000
Connecticut,Wallingford,11831,13560,0,0.000
Connecticut,Warren,470,465,0,0.000
Connecticut,Branford,6896,10173,0,0.000
Connecticut,Washington,770,1461,0,0.000
Connecticut,Waterbury,14155,21573,0,0.000
Connecticut,Waterford,5124,6917,0,0.000
Connecticut,Watertown,7976,4612,0,0.000
Connecticut,Westbrook,1958,2288,0,0.000
Connecticut,West Hartford,8451,27298,0,0.000
Connecticut,West Haven,8126,14245,0,0.000
Connecticut,Weston,1680,4733,0,0.000
Connecticut,Westport,4222,13048,0,0.000
Connecticut,Wethersfield,6413,9612,0,0.000
Connecticut,Bridgeport,8269,33515,0,0.000
Connecticut,Willington,1445,1674,0,0.000
Connecticut,Wilton,3819,7676,0,0.000
Connecticut,Winchester,2799,2304,0,0.000
Connecticut,Windham,2824,5365,2,0.022
Connecticut,Windsor,4090,13183,0,0.000
Connecticut,Windsor Locks,3156,3751,0,0.000
Connecticut,Wolcott,6519,3333,0,0.000
Connecticut,Woodbridge,1816,3855,0,0.000
Connecticut,Woodbury,3295,3181,0,0.000
Connecticut,Woodstock,2520,2549,0,0.000
Connecticut,Bridgewater,549,667,0,0.000
Connecticut,Bristol,13834,15463,0,0.000
Connecticut,Brookfield,5246,5426,0,0.000
Connecticut,Brooklyn,2301,1895,0,0.000
Connecticut,Andover,998,1058,0,0.000
Connecticut,Burlington,3034,3099,0,0.000
Connecticut,Canaan,209,437,0,0.000
Connecticut,Canterbury,1755,1182,0,0.000
Connecticut,Canton,2663,3878,0,0.000
Connecticut,Chaplin,662,598,0,0.000
Connecticut,Cheshire,7349,9745,0,0.000
Connecticut,Chester,853,1701,0,0.000
Connecticut,Clinton,3259,4267,0,0.000
Connecticut,Colchester,4243,5216,0,0.000
Connecticut,Colebrook,571,403,0,0.000
Connecticut,Ansonia,3797,4521,0,0.000
Connecticut,Columbia,1600,1888,0,0.000
Connecticut,Cornwall,250,760,0,0.000
Connecticut,Coventry,3545,4011,0,0.000
Connecticut,Cromwell,3749,4872,0,0.000
Connecticut,Danbury,12788,18869,0,0.000
Connecticut,Darien,4921,7876,0,0.000
Connecticut,Deep River,1076,1785,0,0.000
Connecticut,Derby,2749,2963,0,0.000
Connecticut,Durham,2222,2038,0,0.000
Connecticut,Eastford,572,464,0,0.000
Connecticut,Ashford,1160,1330,0,0.000
Connecticut,East Granby,1405,1789,0,0.000
Connecticut,East Haddam,2699,2962,0,0.000
Connecticut,East Hampton,3746,4051,0,0.000
Connecticut,East Hartford,5524,14787,0,0.000
Connecticut,East Haven,7488,6569,0,0.000
Connecticut,East Lyme,4285,7290,0,0.000
Connecticut,Easton,2178,2777,0,0.000
Connecticut,East Windsor,2889,3891,0,0.000
Connecticut,Ellington,4515,4787,0,0.000
Connecticut,Enfield,9298,11263,0,0.000
Connecticut,Avon,4469,7299,0,0.000
Connecticut,Essex,1635,3011,0,0.000
Connecticut,Fairfield,12049,23040,8,0.021
Connecticut,Farmington,6160,9706,0,0.000
Connecticut,Franklin,674,553,0,0.000
Connecticut,Glastonbury,7976,13842,0,0.000
Connecticut,Goshen,1161,902,0,0.000
Connecticut,Granby,3166,4027,0,0.000
Connecticut,Greenwich,13264,22239,0,0.000
Connecticut,Griswold,3257,2565,0,0.000
Connecticut,Groton,6272,10699,0,0.000
Connecticut,Barkhamsted,1228,1154,0,0.000
Connecticut,Guilford,4262,8403,0,0.000
Connecticut,Haddam,2693,2728,0,0.000
Connecticut,Hamden,7685,21839,0,0.000
Connecticut,Hampton,551,572,0,0.000
Connecticut,Hartford,4117,28295,11,0.031
Connecticut,Hartland,818,457,0,0.000
Connecticut,Harwinton,2247,1401,0,0.000
Connecticut,Hebron,2731,3388,0,0.000
Connecticut,Kent,568,1249,0,0.000
Connecticut,Killingly,4678,3402,0,0.000
Connecticut,Beacon Falls,2191,1543,0,0.000
Connecticut,Killingworth,1979,2343,0,0.000
Connecticut,Lebanon,2268,2052,0,0.000
Connecticut,Ledyard,3629,4471,0,0.000
Connecticut,Lisbon,1331,1099,0,0.000
Connecticut,Litchfield,2555,2673,2,0.035
Connecticut,Lyme,576,1165,0,0.000
Connecticut,Madison,4638,7625,0,0.000
Connecticut,Manchester,8530,19455,0,0.000
Connecticut,Mansfield,1708,5608,0,0.000
Connecticut,Marlborough,1861,2119,0,0.000
Connecticut,Berlin,6687,6008,0,0.000
Connecticut,Meriden,9981,14955,0,0.000
Connecticut,Middlebury,2741,2259,0,0.000
Connecticut,Middlefield,1356,1442,0,0.000
Connecticut,Middletown,7611,15508,0,0.000
Connecticut,Milford,13997,17626,0,0.000
Connecticut,Monroe,5989,5838,0,0.000
Connecticut,Montville,4242,4406,0,0.000
Connecticut,Morris,874,653,0,0.000
Connecticut,Naugatuck,3145,4379,0,0.000
Connecticut,New Britain,7724,16031,0,0.000
Connecticut,Bethany,1718,1912,0,0.000
Connecticut,New Canaan,4855,7298,0,0.000
Connecticut,New Fairfield,4343,4101,0,0.000
Connecticut,New Hartford,2382,2089,0,0.000
Connecticut,New Haven,4898,21957,8,0.027
Connecticut,Newington,5644,5321,0,0.000
Connecticut,New London,2045,6912,6,0.061
Connecticut,New Milford,7493,8004,0,0.000
Connecticut,Newtown,7292,9750,0,0.000
Connecticut,Norfolk,381,659,0,0.000
Connecticut,North Branford,4786,3718,0,0.000
Connecticut,Bethel,4734,6270,0,0.000
Alaska,ED 10,3835,863,0,0.000
Alaska,ED 11,3740,1289,0,0.000
Alaska,ED 12,1773,482,0,0.000
Alaska,ED 13,2299,752,0,0.000
Alaska,ED 14,2984,882,0,0.000
Alaska,ED 15,1207,879,0,0.000
Alaska,ED 16,1721,1196,0,0.000
Alaska,ED 17,1197,1192,0,0.000
Alaska,ED 18,1293,1576,0,0.000
