victim,gender,race,date,city,state,county,death,charges,mental_illness,weapon,weapon_type,threat,fleeing
52,Male,Black,8/27/2019,Baton Rouge,LA,East Baton Rouge,Gunshot,No known charges,No,Allegedly Armed,gun,attack,
33,Male,Black,8/27/2019,Maywood,IL,Cook,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,,
67,Male,Unknown race,8/27/2019,Stockton,CA,San Joaquin,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
39,Male,Unknown race,8/27/2019,Overland,MO,St. Louis,Taser,No known charges,Unknown,Unarmed/Did Not Have an Actual Weapon,no object,undetermined,
33,Male,Black,8/26/2019,Knoxville,TN,Knox,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,attack,Not fleeing
38,Male,Unknown race,8/26/2019,Anchorage,AK,Anchorage,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
24,Male,White,8/25/2019,Dale,IN,Spencer,Taser,No known charges,No,Unclear,undetermined,attack,
52,Male,Pacific Islander,8/24/2019,San Diego,CA,San Diego,Gunshot,No known charges,Yes,Unclear,shovel,attack,Not fleeing
34,Male,White,8/24/2019,Cottage Grove,OR,Lane,Gunshot,No known charges,No,Allegedly Armed,knife,,
55,Male,White,8/23/2019,Danville,IL,Vermilion,Gunshot,No known charges,No,Allegedly Armed,knife,attack,
31,Male,White,8/23/2019,West Valley City,UT,Salt Lake,Gunshot,No known charges,Drug or alcohol use,Unarmed/Did Not Have an Actual Weapon,no object,other,Not fleeing
29,Male,Black,8/22/2019,Dayton,OH,Montgomery,Gunshot,No known charges,No,Allegedly Armed,Taser,attack,Foot
46,Male,Unknown race,8/22/2019,Hobbs,NM,Lea,Gunshot,No known charges,No,Allegedly Armed,gun,attack,
Unknown,Male,Unknown race,8/22/2019,Westminster,CA,Orange,Gunshot,No known charges,No,Unclear,undetermined,other,Car
49,Male,White,8/22/2019,Clinton,AR,Van Buren,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
57,Male,White,8/22/2019,Albuquerque,NM,Bernalillo,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
39,Male,White,8/22/2019,Glennville,GA,Tattnall,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,attack,Not fleeing
49,Male,White,8/22/2019,Elmira,NY,Chemung,Taser,No known charges,Yes,Unarmed/Did Not Have an Actual Weapon,no object,attack,
18,Male,Black,8/21/2019,Fort Worth,TX,Tarrant,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Foot
50,Male,Hispanic,8/21/2019,Stanton,CA,Orange,Gunshot,No known charges,No,Unclear,undetermined,undetermined,
54,Male,Unknown race,8/21/2019,North Aurora,IL,Kane,Gunshot,No known charges,No,Allegedly Armed,gun,attack,
27,Male,White,8/21/2019,Nicholasville,KY,Jessamine,Gunshot,No known charges,No,Unclear,unknown weapon,undetermined,Not fleeing
39,Male,Hispanic,8/19/2019,Los Angeles,CA,Los Angeles,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Foot
69,Male,Hispanic,8/19/2019,Laughlin,NV,Clark,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
Unknown,Male,Unknown race,8/19/2019,Fullerton,CA,Orange,Gunshot,No known charges,No,Vehicle,vehicle,attack,Car
33,Male,Hispanic,8/18/2019,Los Angeles,CA,Los Angeles,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Foot
31,Male,Hispanic,8/18/2019,Clearwater,FL,Pinellas,Taser,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,other,
38,Male,Unknown race,8/18/2019,Racine,WI,Racine,Gunshot,No known charges,No,Allegedly Armed,sharp object,attack,Not fleeing
25,Male,Black,8/17/2019,Gary,IN,Lake,Gunshot,No known charges,No,Allegedly Armed,gun,undetermined,Not fleeing
27,Male,Black,8/17/2019,Dallas,TX,Dallas,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
34,Male,Black,8/17/2019,Yorktown,VA,York,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
62,Male,White,8/17/2019,Springville,IN,Lawrence,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
26,Male,Hispanic,8/16/2019,Ogden,UT,Weber,Gunshot,No known charges,No,Allegedly Armed,knife,attack,Not fleeing
38,Male,Unknown race,8/16/2019,Spokane Valley,WA,Spokane,Gunshot,No known charges,Drug or alcohol use,Allegedly Armed,gun,attack,Car
31,Female,Hispanic,8/15/2019,Denver,CO,Denver,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Foot
41,Male,Unknown race,8/15/2019,Houston,TX,Harris,Gunshot,No known charges,No,Allegedly Armed,gun,attack,
33,Male,Unknown race,8/14/2019,Griffin,GA,Spalding,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,
37,Male,Unknown race,8/14/2019,Honea Path,SC,Anderson,Gunshot,No known charges,No,Allegedly Armed,gun,other,Not fleeing
51,Male,Black,8/13/2019,Clinton,TN,Anderson,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
19,Male,Black,8/13/2019,Talladega,AL,Talladega,Gunshot,No known charges,No,Unclear,undetermined,,
49,Male,White,8/13/2019,Louisville,KY,Jefferson,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
51,Male,White,8/13/2019,Kansas City,KS,Wyandotte,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
31,Male,White,8/13/2019,Joplin,MO,Jasper,Gunshot,No known charges,Yes,Unarmed/Did Not Have an Actual Weapon,no object,attack,Not fleeing
20,Male,White,8/13/2019,Ramseur,NC,Randolph,Gunshot,No known charges,No,Vehicle,vehicle,attack,Other
38,Male,White,8/12/2019,Chetopa,KS,Labette,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
49,Male,White,8/12/2019,Riverside,CA,Riverside,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
46,Male,Unknown race,8/11/2019,Fort Worth,TX,Tarrant,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
57,Male,White,8/11/2019,Ripley,MS,Tippah,Gunshot,No known charges,No,Allegedly Armed,knife,attack,
57,Male,Unknown race,8/10/2019,Cleveland,TN,Bradley,Gunshot,No known charges,No,Allegedly Armed,knife,attack,Not fleeing
45,Male,White,8/10/2019,Hephzibah,GA,Burke,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
37,Male,Hispanic,8/9/2019,Kansas City,KS,Wyandotte,Gunshot,No known charges,No,Allegedly Armed,gun and vehicle,attack,Foot
52,Male,Hispanic,8/9/2019,Garland,TX,Dallas,Gunshot,No known charges,No,Allegedly Armed,machete,attack,Not fleeing
Unknown,Male,Unknown race,8/9/2019,Beaumont,CA,Riverside,Gunshot,No known charges,No,Allegedly Armed,knife,attack,Not fleeing
62,Male,Unknown race,8/9/2019,Montpelier,VT,Washington,Gunshot,No known charges,Yes,Unarmed/Did Not Have an Actual Weapon,toy weapon,attack,Not fleeing
27,Male,Black,8/8/2019,Moss Point,MS,Jackson,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Foot
39,Male,Black,8/8/2019,Irvington,NJ,Essex,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
52,Male,Unknown race,8/8/2019,Leitchfield,KY,Grayson,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
41,Male,White,8/8/2019,Martinsburg,MO,Audrain,Gunshot,No known charges,No,Allegedly Armed,gun,attack,
18,Male,Black,8/7/2019,Longview,TX,Gregg,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
28,Male,White,8/7/2019,Council Bluffs,IA,Pottawattamie,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
49,Male,White,8/6/2019,Glenshaw,PA,Allegheny,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
39,Male,White,8/6/2019,Grants Pass,OR,Josephine,Gunshot,No known charges,No,Unclear,undetermined,,
49,Male,Black,8/5/2019,Memphis,TN,Shelby,Gunshot,No known charges,No,Allegedly Armed,knife,attack,Foot
21,Male,Hispanic,8/5/2019,Salt Lake City,UT,Salt Lake,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
61,Male,Unknown race,8/5/2019,Glen Burnie,MD,Anne Arundel,Gunshot,No known charges,No,Allegedly Armed,gun,attack,
43,Male,White,8/5/2019,Edray,WV,Pocahontas,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
57,Male,White,8/5/2019,Rifle,CO,Garfield,Gunshot,No known charges,Yes,Allegedly Armed,gun,other,Foot
56,Male,White,8/5/2019,Lowell,AR,Benton,Gunshot,No known charges,Yes,Unclear,undetermined,undetermined,Not fleeing
32,Male,Hispanic,8/4/2019,Everett,MA,Suffolk,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
19,Male,Hispanic,8/4/2019,Arvin,CA,Kern,Gunshot,No known charges,No,Vehicle,vehicle,other,Car
24,Male,White,8/4/2019,Dayton,OH,Montgomery,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
65,Male,White,8/4/2019,Hanceville,AL,Cullman,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
19,Male,Black,8/3/2019,Colorado Springs,CO,El Paso,Gunshot,No known charges,No,Allegedly Armed,gun,undetermined,Not fleeing
25,Male,Unknown race,8/3/2019,Loganville,GA,Gwinnett,Gunshot,No known charges,No,Allegedly Armed,knife,attack,Foot
35,Male,Unknown race,8/3/2019,Safety Harbor,FL,Pinellas,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
32,Male,White,8/3/2019,Carson City,NV,Carson City,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
34,Male,Black,8/2/2019,Minneapolis,MN,Hennepin,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
45,Male,Black,8/2/2019,Indianapolis,IN,Marion,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
55,Male,Unknown race,8/2/2019,Charlotte,NC,Mecklenburg,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
21,Male,Black,8/1/2019,Los Angeles,CA,Los Angeles,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Foot
27,Male,Unknown race,8/1/2019,Allentown,PA,Lehigh,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
54,Male,Unknown race,8/1/2019,McKee,KY,Jackson,Gunshot,No known charges,No,Vehicle,vehicle,attack,Car
30,Female,White,8/1/2019,Arlington,TX,Tarrant,Gunshot,No known charges,Unknown,Unarmed/Did Not Have an Actual Weapon,no object,other,Not fleeing
36,Male,White,8/1/2019,Charleston,WV,Kanawha,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Other
48,Male,White,8/1/2019,Tampa,FL,Hillsborough,Gunshot,No known charges,Yes,Allegedly Armed,knife,other,Not fleeing
43,Male,Asian,7/31/2019,Austin,TX,Travis,Gunshot,No known charges,Yes,Allegedly Armed,knife,other,Not fleeing
58,Male,Hispanic,7/31/2019,San Antonio,TX,Bexar,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
42,Male,Unknown race,7/31/2019,Chattanooga,TN,Hamilton,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,
46,Male,White,7/31/2019,Westwood,OH,Hamilton,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
37,Male,White,7/31/2019,Roy,UT,Webber,Gunshot,No known charges,No,Unclear,unknown weapon,other,
31,Male,White,7/30/2019,Portland,OR,Multnomah,Gunshot,No known charges,No,Allegedly Armed,ax,attack,
16,Male,Black,7/29/2019,Channelview,TX,Harris,Gunshot,No known charges,No,Allegedly Armed,gun,other,Car
52,Female,Black,7/28/2019,Houston,TX,Harris,Gunshot,Charged with a crime,No,Unarmed/Did Not Have an Actual Weapon,no object,,
62,Male,Hispanic,7/28/2019,Boynton Beach,FL,Palm Beach,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
42,Male,Black,7/27/2019,Dallas,TX,Dallas,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
41,Male,Black,7/26/2019,Hartford,CT,Hartford,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
49,Male,White,7/26/2019,Roaring Spring,PA,Blair,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
56,Male,White,7/26/2019,Bluffton,SC,Beaufort,Gunshot,No known charges,Yes,Allegedly Armed,gun,other,Not fleeing
38,Male,Black,7/25/2019,Port Allen,LA,West Baton Rouge,Gunshot,No known charges,No,Unclear,undetermined,undetermined,
44,Male,White,7/25/2019,Robinson,TX,McLennan,Gunshot,No known charges,No,Unclear,undetermined,,
31,Male,Black,7/23/2019,Pittsburgh,PA,Allegheny,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
27,Male,White,7/23/2019,Asbury Park,NJ,Monmouth,Gunshot,No known charges,Yes,Allegedly Armed,scissors,other,Not fleeing
38,Male,White,7/23/2019,Colorado Springs,CO,El Paso,Gunshot,No known charges,No,Allegedly Armed,gun,other,Car
42,Male,White,7/23/2019,Gaffney,SC,Cherokee,Taser,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,attack,
17,Male,Black,7/22/2019,Wesson,MS,,Gunshot,No known charges,No,Allegedly Armed,gun,attack,
53,Male,White,7/22/2019,Ranburne,AL,Cleburne,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
28,Male,Black,7/21/2019,Tacoma,WA,Pierce,Gunshot,No known charges,No,Allegedly Armed,gun,attack,
28,Female,White,7/21/2019,Albuquerque,NM,Bernalillo,Gunshot,No known charges,Yes,Allegedly Armed,knife,other,Not fleeing
41,Male,Hispanic,7/20/2019,Pemberton,NJ,Burlington,Gunshot,No known charges,No,Unclear,garden tool,other,
39,Male,Unknown race,7/19/2019,League City,TX,Galveston,Gunshot,No known charges,No,Allegedly Armed,gun,attack,
19,Male,Black,7/18/2019,Fort Worth,TX,Tarrant,Gunshot,No known charges,No,Allegedly Armed,gun,attack,
53,Male,Hispanic,7/18/2019,Pueblo,CO,Pueblo,Gunshot,No known charges,No,Allegedly Armed,knife,attack,Not fleeing
39,Male,Unknown race,7/18/2019,Leslie,AR,Stone,Gunshot,No known charges,No,Allegedly Armed,gun,attack,
73,Male,Unknown race,7/18/2019,Medford,OR,Jackson,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
23,Male,Black,7/17/2019,Metairie,LA,Jefferson,Gunshot,No known charges,No,Allegedly Armed,gun,other,Not fleeing
28,Male,Black,7/17/2019,West Palm Beach,FL,Palm Beach,Taser,No known charges,No,Allegedly Armed,knife,attack,
35,Male,Black,7/17/2019,Birmingham,AL,Jefferson,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Foot
52,Male,Black,7/17/2019,Modesto,CA,Stanislaus,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,toy weapon,attack,Not fleeing
36,Male,Hispanic,7/17/2019,Modesto,CA,Stanislaus,Taser,No known charges,Drug or alcohol use,Unarmed/Did Not Have an Actual Weapon,no object,undetermined,
35,Male,White,7/17/2019,McAlester,OK,Pittsburg,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
52,Male,Hispanic,7/16/2019,Chino Hills,CA,San Bernardino,Gunshot,No known charges,No,Allegedly Armed,knife,attack,Not fleeing
40,Female,Unknown race,7/16/2019,Angleton,TX,Brazoria,Gunshot,No known charges,No,Allegedly Armed,gun,attack,
36,Male,Unknown race,7/16/2019,Angleton,TX,Brazoria,Gunshot,No known charges,No,Allegedly Armed,gun,attack,
62,Male,Unknown race,7/16/2019,Memphis,IN,Clark,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
49,Male,Black,7/15/2019,Baltimore,MD,Baltimore City,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
59,Female,Unknown race,7/15/2019,Smithville,MO,Clay,Vehicle,No known charges,No,Vehicle,vehicle,,
56,Male,Unknown race,7/15/2019,Porterdale,GA,Newton,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
36,Male,Unknown race,7/15/2019,Smithville,MO,Clay,Vehicle,No known charges,No,Vehicle,vehicle,,
43,Male,White,7/15/2019,Salt Lake City,UT,Salt Lake,Gunshot,No known charges,Yes,Unarmed/Did Not Have an Actual Weapon,toy weapon,other,Not fleeing
20,Male,Black,7/14/2019,Penn Hills,PA,Allegheny,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Foot
22,Male,Black,7/14/2019,Hollywood,FL,Broward,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
37,Female,White,7/14/2019,Oak Ridge,NJ,Morris,Gunshot,Charged with a crime,No,Unarmed/Did Not Have an Actual Weapon,no object,,
46,Male,Black,7/13/2019,City of Orange,NJ,Essex,Gunshot,No known charges,No,Allegedly Armed,knife,attack,
35,Male,Hispanic,7/13/2019,Kirkland,WA,King,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,attack,Not fleeing
30,Male,Unknown race,7/13/2019,Dallas,TX,Dallas,Gunshot,No known charges,No,Allegedly Armed,gun,attack,
46,Male,White,7/13/2019,Wildwood,FL,Sumter,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
69,Male,White,7/13/2019,Tacoma,WA,Pierce,Gunshot,No known charges,No,Allegedly Armed,gun,other,Not fleeing
32,Male,Black,7/10/2019,Adelanto,CA,San Bernardino,Gunshot,No known charges,No,Allegedly Armed,knife,attack,Foot
33,Male,White,7/10/2019,Jacksonville,FL,Duval,Gunshot,No known charges,No,Allegedly Armed,knife,attack,Not fleeing
37,Male,White,7/10/2019,Union,MS,Neshoba,Gunshot,No known charges,No,Allegedly Armed,gun,attack,
Unknown,,White,7/10/2019,Kansas City,KS,,Gunshot,No known charges,,Allegedly Armed,gun,attack,Not fleeing
23,Male,Black,7/9/2019,Greenville,NC,Pitt,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
36,Male,Hispanic,7/9/2019,Bakersfield,CA,Kern,Gunshot,No known charges,No,Unclear,undetermined,undetermined,Not fleeing
36,Male,Unknown race,7/9/2019,Rancho Mirage,CA,Riverside,Gunshot,No known charges,No,Allegedly Armed,knife,attack,Not fleeing
Unknown,Male,Unknown race,7/9/2019,Clay City,KY,Powell,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,,
23,Male,White,7/9/2019,Cleveland,OH,Cuyahoga,Gunshot,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing
26,Male,White,7/9/2019,Citrus Heights,CA,Sacramento,Gunshot,No known charges,No,Allegedly Armed,gun,attack,
42,Male,Unknown race,7/8/2019,Chicago,IL,Cook,Gunshot,No known charges,No,Unclear,undetermined,,
43,Male,Unknown race,7/7/2019,Tularosa,NM,Otero,Gunshot,No known charges,No,Allegedly Armed,gun,attack,
58,Male,Unknown race,7/7/2019,Bronx,NY,Bronx,Gunshot,No known charges,No,Allegedly Armed,gun,attack,
61,Male,White,7/7/2019,Jacksonville,AR,Pulaski,Gunshot,No known charges,Yes,Allegedly Armed,knife,attack,Not fleeing
41,Male,White,7/7/2019,Timberville,VA,Rockingham,Gunshot,No known charges,No,Unclear,undetermined,other,Not fleeing
43,Male,Black,7/6/2019,Rosedale,MD,Baltimore,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Other
28,Male,White,7/6/2019,Wilson,OK,Carter,Taser,Charged with a crime,No,Unarmed/Did Not Have an Actual Weapon,no object,,
28,Male,Black,7/5/2019,Pensacola,FL,Escambia,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
37,Male,Hispanic,7/5/2019,Ruskin,FL,Hillsborough,Gunshot,No known charges,No,Allegedly Armed,knife,other,Not fleeing
34,Male,Hispanic,7/5/2019,West Jordan,UT,Salt Lake,Gunshot,No known charges,No,Unclear,undetermined,undetermined,Foot
17,Female,White,7/5/2019,Anaheim,CA,Orange,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,toy weapon,attack,Not fleeing
58,Male,White,7/5/2019,Mountain Grove,MO,Wright,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
21,Male,White,7/5/2019,Oak View,CA,Ventura,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,attack,Not fleeing
34,Male,Hispanic,7/4/2019,Lakewood,CO,Jefferson,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Foot
47,Male,Hispanic,7/4/2019,Roswell,GA,Fulton,Gunshot,No known charges,No,Unclear,piece of wood,attack,Not fleeing
49,Male,Asian,7/3/2019,Chino,CA,San Bernardino,Gunshot,No known charges,No,Unarmed/Did Not Have an Actual Weapon,no object,other,Not fleeing
38,Female,Hispanic,7/3/2019,El Paso,TX,El Paso,Gunshot,No known charges,Unknown,Unarmed/Did Not Have an Actual Weapon,toy weapon,attack,Not fleeing
39,Male,Native American,7/3/2019,Poulsbo,WA,Kitsap,Gunshot,No known charges,Yes,Allegedly Armed,screwdriver,other,Not fleeing
26,Male,White,7/3/2019,West Des Moines,IA,Polk,Gunshot,No known charges,Yes,Allegedly Armed,knife,other,Not fleeing
53,Male,White,7/3/2019,Salem,IN,Washington,Gunshot,No known charges,No,Unclear,hammer,other,Not fleeing
23,Male,Black,7/2/2019,Eagan,MN,Dakota,Gunshot,No known charges,No,Allegedly Armed,gun,other,Foot
39,Male,Black,7/2/2019,Elyria,OH,Lorrain,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
21,Male,Hispanic,7/2/2019,Albuquerque,NM,Bernalillo,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
44,Male,White,7/2/2019,Gaylord,MI,Otsego,Gunshot,No known charges,Yes,Allegedly Armed,ax,attack,
23,Male,Asian,7/1/2019,Athens,GA,Athens-Clarke,Gunshot,No known charges,Yes,Allegedly Armed,knife,attack,Not fleeing
67,Male,Black,7/1/2019,Port St. Lucie,FL,St. Lucie,Gunshot,No known charges,No,Allegedly Armed,knife,other,Not fleeing
22,Male,Hispanic,7/1/2019,Denver,CO,Denver,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Not fleeing
26,Male,Unknown race,7/1/2019,Clayton,NC,Johnston County,Gunshot,No known charges,No,Allegedly Armed,gun,attack,
52,Male,White,7/1/2019,Pontotoc,MS,Pontotoc,Gunshot,No known charges,No,Allegedly Armed,gun,attack,Car
37,Male,White,7/1/2019,Wagoner,OK,Wagoner,Taser,No known charges,Unknown,Unarmed/Did Not Have an Actual Weapon,no object,other,
61,Male,White,6/29/2019,Lantana,TX,Denton,Gunshot,No known charges,No,Allegedly Armed,gun,attack,
